InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
136395,58908,White Mug,13,2023-01-31 00:00:00,12.04,10839,United Kingdom
122700,95457,Red Plate,1,2023-01-31 01:00:00,40.74,10695,Spain
134620,23057,Notebook,12,2023-01-31 02:00:00,42.88,10772,India
120559,74028,Blue T-Shirt,14,2023-01-31 03:00:00,16.23,10267,France
193045,65731,Water Bottle,11,2023-01-31 04:00:00,47.73,10168,Spain
193396,34858,Water Bottle,2,2023-01-31 05:00:00,4.87,10770,Germany
161642,58689,Blue T-Shirt,9,2023-01-31 06:00:00,9.62,10738,France
176539,54638,Water Bottle,2,2023-01-31 07:00:00,28.04,10032,India
121732,56486,Water Bottle,13,2023-01-31 08:00:00,29.85,10376,Spain
191362,30567,Notebook,3,2023-01-31 09:00:00,33.14,10213,United Kingdom
130354,39739,Blue T-Shirt,7,2023-01-31 10:00:00,3.31,10561,Spain
113843,67804,Pen Set,3,2023-01-31 11:00:00,48.12,10439,Spain
171726,13754,White Mug,9,2023-01-31 12:00:00,4.62,10491,Netherlands
117640,37044,White Mug,6,2023-01-31 13:00:00,9.3,10392,Spain
152528,77260,Water Bottle,3,2023-01-31 14:00:00,3.17,10488,India
138413,76912,White Mug,9,2023-01-31 15:00:00,29.43,10721,United Kingdom
152638,18706,Blue T-Shirt,1,2023-01-31 16:00:00,46.78,10945,India
152736,18894,Blue T-Shirt,10,2023-01-31 17:00:00,34.13,10028,Germany
168866,28037,Red Plate,3,2023-01-31 18:00:00,41.58,10038,France
119087,93986,Red Plate,1,2023-01-31 19:00:00,3.13,10858,Spain
141430,91942,White Mug,2,2023-01-31 20:00:00,28.25,10611,Netherlands
124504,61612,Pen Set,12,2023-01-31 21:00:00,24.33,10172,United Kingdom
107114,39725,Red Plate,8,2023-01-31 22:00:00,26.2,10016,Netherlands
178859,15926,Red Plate,7,2023-01-31 23:00:00,5.93,10055,Netherlands
199657,19496,Blue T-Shirt,2,2023-02-01 00:00:00,35.01,10225,Netherlands
110975,66447,Pen Set,2,2023-02-01 01:00:00,26.4,10557,Spain
111023,39806,Water Bottle,9,2023-02-01 02:00:00,38.84,10066,United Kingdom
121447,98199,White Mug,13,2023-02-01 03:00:00,25.55,10196,United Kingdom
190469,51321,Red Plate,13,2023-02-01 04:00:00,9.6,10653,Netherlands
123959,75095,Pen Set,6,2023-02-01 05:00:00,33.29,10834,France
166203,32656,Pen Set,5,2023-02-01 06:00:00,10.69,10022,Spain
129703,65147,White Mug,10,2023-02-01 07:00:00,43.94,10998,Spain
109337,59666,Pen Set,6,2023-02-01 08:00:00,31.62,10605,India
146427,92368,Pen Set,9,2023-02-01 09:00:00,9.97,10753,Spain
161529,48787,Pen Set,11,2023-02-01 10:00:00,48.21,10236,Netherlands
184665,72946,Red Plate,7,2023-02-01 11:00:00,27.12,10956,Germany
131921,31727,White Mug,10,2023-02-01 12:00:00,5.96,10918,Netherlands
133307,78056,Pen Set,10,2023-02-01 13:00:00,32.27,10922,United Kingdom
127355,13081,Pen Set,14,2023-02-01 14:00:00,14.53,10565,Spain
104835,44196,Red Plate,9,2023-02-01 15:00:00,40.68,10137,Spain
120159,46735,White Mug,4,2023-02-01 16:00:00,41.35,10472,India
147605,90102,Blue T-Shirt,2,2023-02-01 17:00:00,49.0,10844,Germany
138088,89578,Red Plate,12,2023-02-01 18:00:00,26.34,10783,Spain
178752,35498,White Mug,8,2023-02-01 19:00:00,24.11,10552,India
155284,86865,Pen Set,4,2023-02-01 20:00:00,38.29,10609,India
157043,41656,White Mug,13,2023-02-01 21:00:00,8.79,10694,Germany
135547,77695,White Mug,9,2023-02-01 22:00:00,28.48,10639,Netherlands
197007,47900,Water Bottle,4,2023-02-01 23:00:00,28.45,10228,Netherlands
182844,94899,White Mug,8,2023-02-02 00:00:00,6.75,10316,Netherlands
127532,57701,Blue T-Shirt,9,2023-02-02 01:00:00,22.35,10597,France
134349,29033,White Mug,13,2023-02-02 02:00:00,43.03,10767,Netherlands
145445,20805,Blue T-Shirt,9,2023-02-02 03:00:00,43.17,10720,Germany
105713,45851,Pen Set,10,2023-02-02 04:00:00,7.21,10726,France
156178,36832,Blue T-Shirt,4,2023-02-02 05:00:00,6.81,10885,Netherlands
149407,73437,Pen Set,1,2023-02-02 06:00:00,14.98,10611,France
170340,23944,Pen Set,3,2023-02-02 07:00:00,44.05,10560,Germany
150990,29873,Blue T-Shirt,9,2023-02-02 08:00:00,8.62,10200,Netherlands
175672,50372,Red Plate,4,2023-02-02 09:00:00,36.7,10947,United Kingdom
165545,99464,Notebook,5,2023-02-02 10:00:00,7.31,10257,Spain
184791,25379,White Mug,7,2023-02-02 11:00:00,32.1,10479,Germany
158141,46751,Water Bottle,5,2023-02-02 12:00:00,19.41,10887,India
123793,99822,Notebook,4,2023-02-02 13:00:00,39.97,10177,India
156570,15110,White Mug,2,2023-02-02 14:00:00,13.6,10756,Germany
195084,64341,White Mug,2,2023-02-02 15:00:00,32.86,10122,India
137892,22087,Pen Set,13,2023-02-02 16:00:00,13.69,10341,Germany
101015,33762,White Mug,13,2023-02-02 17:00:00,36.4,10170,United Kingdom
161813,92617,Water Bottle,4,2023-02-02 18:00:00,44.0,10844,Germany
127712,19596,White Mug,10,2023-02-02 19:00:00,8.52,10647,Netherlands
108415,28313,Blue T-Shirt,13,2023-02-02 20:00:00,43.66,10058,Netherlands
162292,76549,Notebook,10,2023-02-02 21:00:00,30.69,10704,France
123833,33705,Blue T-Shirt,13,2023-02-02 22:00:00,8.54,10464,India
104158,77364,Water Bottle,9,2023-02-02 23:00:00,22.81,10779,Spain
162680,83445,White Mug,8,2023-02-03 00:00:00,10.14,10259,India
120309,88645,Water Bottle,3,2023-02-03 01:00:00,35.77,10372,Germany
106970,12023,Pen Set,14,2023-02-03 02:00:00,38.55,10972,Spain
172474,69796,Blue T-Shirt,9,2023-02-03 03:00:00,7.53,10094,Spain
186704,90073,Blue T-Shirt,14,2023-02-03 04:00:00,26.54,10124,India
146540,74429,Red Plate,5,2023-02-03 05:00:00,41.19,10040,Spain
120384,71627,White Mug,11,2023-02-03 06:00:00,46.97,10890,Spain
118017,43848,Pen Set,3,2023-02-03 07:00:00,26.89,10253,Netherlands
175880,47804,Blue T-Shirt,5,2023-02-03 08:00:00,47.64,10006,United Kingdom
108702,25379,Blue T-Shirt,13,2023-02-03 09:00:00,27.95,10470,Germany
100384,69664,Pen Set,10,2023-02-03 10:00:00,21.22,10727,India
100404,37766,Water Bottle,13,2023-02-03 11:00:00,42.79,10510,Netherlands
140943,78099,Water Bottle,4,2023-02-03 12:00:00,25.92,10580,France
147926,46060,White Mug,8,2023-02-03 13:00:00,24.92,10068,Spain
129189,79122,Red Plate,13,2023-02-03 14:00:00,25.79,10080,Spain
112763,26087,Blue T-Shirt,12,2023-02-03 15:00:00,42.72,10541,India
118384,58868,Red Plate,5,2023-02-03 16:00:00,42.02,10584,United Kingdom
160100,33225,Water Bottle,10,2023-02-03 17:00:00,21.67,10261,United Kingdom
198142,16643,Water Bottle,12,2023-02-03 18:00:00,18.33,10088,India
109860,46727,Notebook,8,2023-02-03 19:00:00,25.87,10914,India
180642,21005,White Mug,9,2023-02-03 20:00:00,29.71,10207,Netherlands
150612,75697,Notebook,4,2023-02-03 21:00:00,13.82,10212,India
123574,26029,Notebook,7,2023-02-03 22:00:00,40.21,10833,France
123524,24226,Notebook,2,2023-02-03 23:00:00,25.61,10265,Netherlands
169172,73646,White Mug,6,2023-02-04 00:00:00,18.37,10911,Spain
110916,70603,White Mug,8,2023-02-04 01:00:00,7.57,10292,Spain
104809,38731,Pen Set,12,2023-02-04 02:00:00,13.85,10206,Spain
132201,78926,Red Plate,7,2023-02-04 03:00:00,47.59,10332,Spain
153330,15997,Red Plate,7,2023-02-04 04:00:00,16.99,10076,Germany
113456,65506,Pen Set,8,2023-02-04 05:00:00,10.52,10287,France
156397,88229,Pen Set,7,2023-02-04 06:00:00,24.38,10046,Netherlands
138765,59815,Water Bottle,5,2023-02-04 07:00:00,17.09,10621,Netherlands
134816,52092,Notebook,7,2023-02-04 08:00:00,4.17,10199,Spain
145106,72539,Pen Set,13,2023-02-04 09:00:00,17.85,10426,United Kingdom
153932,76077,Blue T-Shirt,14,2023-02-04 10:00:00,28.35,10209,Netherlands
117100,31817,Red Plate,10,2023-02-04 11:00:00,28.71,10887,France
157091,47861,Pen Set,3,2023-02-04 12:00:00,19.44,10419,India
121949,23428,Blue T-Shirt,5,2023-02-04 13:00:00,23.75,10153,France
170080,53934,Blue T-Shirt,7,2023-02-04 14:00:00,48.36,10521,Spain
137744,20258,Blue T-Shirt,9,2023-02-04 15:00:00,20.42,10414,Spain
145543,67775,Water Bottle,2,2023-02-04 16:00:00,14.77,10352,Germany
192193,91580,Water Bottle,4,2023-02-04 17:00:00,14.06,10156,Netherlands
136187,15469,Blue T-Shirt,12,2023-02-04 18:00:00,24.24,10260,Netherlands
107239,38854,Water Bottle,7,2023-02-04 19:00:00,38.58,10076,Netherlands
114489,16256,Notebook,1,2023-02-04 20:00:00,12.28,10768,Spain
158017,86256,Blue T-Shirt,13,2023-02-04 21:00:00,36.19,10982,Netherlands
161877,43937,Notebook,2,2023-02-04 22:00:00,3.5,10487,United Kingdom
143125,11651,Notebook,9,2023-02-04 23:00:00,22.4,10130,United Kingdom
149922,60288,Blue T-Shirt,13,2023-02-05 00:00:00,39.35,10578,India
194074,94730,Red Plate,10,2023-02-05 01:00:00,18.59,10454,Netherlands
132049,35051,Blue T-Shirt,7,2023-02-05 02:00:00,29.28,10739,Germany
137131,37386,Blue T-Shirt,12,2023-02-05 03:00:00,12.24,10162,India
142944,85054,Water Bottle,10,2023-02-05 04:00:00,37.74,10014,Spain
173963,26184,Blue T-Shirt,7,2023-02-05 05:00:00,4.98,10231,Netherlands
124285,43787,Red Plate,6,2023-02-05 06:00:00,43.0,10194,United Kingdom
137626,31621,Water Bottle,3,2023-02-05 07:00:00,11.91,10860,Germany
142808,85564,White Mug,10,2023-02-05 08:00:00,44.03,10541,India
188464,87984,White Mug,3,2023-02-05 09:00:00,19.25,10358,Germany
153871,69792,Notebook,2,2023-02-05 10:00:00,36.83,10849,Netherlands
119198,55253,Notebook,11,2023-02-05 11:00:00,17.66,10330,France
119758,44051,Red Plate,6,2023-02-05 12:00:00,45.53,10426,Germany
115254,59811,Pen Set,4,2023-02-05 13:00:00,8.52,10496,Germany
144238,40447,White Mug,5,2023-02-05 14:00:00,10.98,10827,Spain
101252,93930,Notebook,3,2023-02-05 15:00:00,25.92,10485,United Kingdom
139764,40254,White Mug,6,2023-02-05 16:00:00,6.39,10807,Netherlands
177709,94045,Red Plate,11,2023-02-05 17:00:00,11.81,10448,Germany
137441,67418,Red Plate,12,2023-02-05 18:00:00,47.33,10412,Netherlands
192234,24472,Pen Set,3,2023-02-05 19:00:00,48.88,10329,United Kingdom
153682,13471,Pen Set,14,2023-02-05 20:00:00,20.37,10731,Spain
159494,18329,Water Bottle,14,2023-02-05 21:00:00,46.36,10888,Netherlands
181317,44865,Red Plate,8,2023-02-05 22:00:00,28.38,10990,United Kingdom
165215,56850,Notebook,9,2023-02-05 23:00:00,15.31,10146,United Kingdom
178587,64220,White Mug,4,2023-02-06 00:00:00,35.86,10258,India
106949,16397,Blue T-Shirt,9,2023-02-06 01:00:00,33.8,10291,Spain
155393,45525,Pen Set,12,2023-02-06 02:00:00,49.48,10810,Spain
173553,63072,Blue T-Shirt,7,2023-02-06 03:00:00,15.09,10142,Netherlands
106941,93820,Notebook,3,2023-02-06 04:00:00,34.42,10992,France
125934,94530,Pen Set,7,2023-02-06 05:00:00,4.97,10936,India
123386,33284,Blue T-Shirt,14,2023-02-06 06:00:00,7.9,10746,Spain
161886,71330,Notebook,1,2023-02-06 07:00:00,2.69,10626,United Kingdom
175745,93369,White Mug,3,2023-02-06 08:00:00,49.97,10364,Spain
183251,35122,Notebook,6,2023-02-06 09:00:00,40.61,10089,France
194456,80553,Water Bottle,4,2023-02-06 10:00:00,39.87,10719,Germany
153413,91906,Pen Set,7,2023-02-06 11:00:00,26.71,10163,Germany
156800,72812,Red Plate,14,2023-02-06 12:00:00,16.75,10480,Spain
197239,17999,White Mug,3,2023-02-06 13:00:00,9.69,10083,Spain
142318,32436,Blue T-Shirt,1,2023-02-06 14:00:00,16.02,10076,India
170173,52963,Pen Set,9,2023-02-06 15:00:00,20.36,10672,Spain
170390,12096,Red Plate,6,2023-02-06 16:00:00,38.42,10516,France
152329,35279,Notebook,8,2023-02-06 17:00:00,28.13,10484,Spain
143088,36201,Red Plate,3,2023-02-06 18:00:00,6.18,10589,Netherlands
139811,29715,Pen Set,8,2023-02-06 19:00:00,3.36,10602,France
155479,39309,Pen Set,2,2023-02-06 20:00:00,7.36,10598,India
185392,25078,Water Bottle,12,2023-02-06 21:00:00,22.0,10781,Netherlands
187369,66614,Water Bottle,4,2023-02-06 22:00:00,46.83,10103,Netherlands
119963,15105,Red Plate,3,2023-02-06 23:00:00,32.78,10451,Germany
155123,12839,Notebook,10,2023-02-07 00:00:00,40.59,10486,France
192705,78920,Red Plate,1,2023-02-07 01:00:00,24.65,10338,Netherlands
173477,53619,Pen Set,13,2023-02-07 02:00:00,19.68,10686,India
114388,52821,Pen Set,13,2023-02-07 03:00:00,7.65,10565,Germany
105569,23493,Blue T-Shirt,7,2023-02-07 04:00:00,44.11,10899,Netherlands
169836,27069,Water Bottle,11,2023-02-07 05:00:00,39.7,10477,France
136586,17531,Blue T-Shirt,10,2023-02-07 06:00:00,10.49,10722,Germany
112015,47051,White Mug,2,2023-02-07 07:00:00,26.83,10606,France
145002,17736,Pen Set,4,2023-02-07 08:00:00,25.65,10222,France
106254,17710,Blue T-Shirt,9,2023-02-07 09:00:00,32.19,10008,France
117144,77155,Red Plate,6,2023-02-07 10:00:00,47.44,10052,Germany
124214,23975,Water Bottle,8,2023-02-07 11:00:00,30.04,10076,Netherlands
180719,72424,Water Bottle,2,2023-02-07 12:00:00,28.16,10717,Spain
171774,55603,Notebook,7,2023-02-07 13:00:00,4.89,10502,United Kingdom
106090,33252,Red Plate,6,2023-02-07 14:00:00,5.49,10315,Netherlands
111637,90797,Notebook,13,2023-02-07 15:00:00,11.4,10813,Germany
122415,11431,Blue T-Shirt,14,2023-02-07 16:00:00,4.04,10821,United Kingdom
124071,84603,White Mug,9,2023-02-07 17:00:00,37.81,10841,United Kingdom
158243,47481,Red Plate,7,2023-02-07 18:00:00,36.86,10623,United Kingdom
141240,19557,Red Plate,1,2023-02-07 19:00:00,8.96,10862,Spain
183807,84971,Red Plate,14,2023-02-07 20:00:00,42.21,10164,India
133434,10162,Notebook,8,2023-02-07 21:00:00,9.85,10278,Germany
169724,44742,Blue T-Shirt,11,2023-02-07 22:00:00,16.81,10026,Spain
175697,29675,Red Plate,10,2023-02-07 23:00:00,14.33,10069,Spain
128732,83997,Red Plate,3,2023-02-08 00:00:00,20.18,10217,India
111314,27015,Water Bottle,14,2023-02-08 01:00:00,14.6,10961,United Kingdom
123954,60057,White Mug,2,2023-02-08 02:00:00,25.73,10364,India
157108,42591,Water Bottle,12,2023-02-08 03:00:00,21.85,10700,India
187044,19833,Water Bottle,3,2023-02-08 04:00:00,49.36,10844,Spain
187505,17896,White Mug,11,2023-02-08 05:00:00,5.16,10946,Germany
136668,42972,Blue T-Shirt,6,2023-02-08 06:00:00,9.25,10305,France
123061,59733,Water Bottle,13,2023-02-08 07:00:00,5.01,10123,India
179252,51800,Blue T-Shirt,14,2023-02-08 08:00:00,32.23,10018,India
139749,15347,Water Bottle,3,2023-02-08 09:00:00,5.09,10256,United Kingdom
116907,69063,Pen Set,10,2023-02-08 10:00:00,42.23,10295,United Kingdom
118777,12643,White Mug,5,2023-02-08 11:00:00,26.82,10927,Spain
193229,50785,Water Bottle,6,2023-02-08 12:00:00,27.53,10021,United Kingdom
151745,28681,Pen Set,8,2023-02-08 13:00:00,29.18,10879,Netherlands
191865,60026,Notebook,7,2023-02-08 14:00:00,10.61,10988,India
181818,25892,Pen Set,14,2023-02-08 15:00:00,11.89,10449,United Kingdom
123624,57299,Red Plate,11,2023-02-08 16:00:00,17.64,10551,Germany
123321,27073,Water Bottle,8,2023-02-08 17:00:00,30.69,10549,Netherlands
110488,40682,Pen Set,3,2023-02-08 18:00:00,12.48,10047,Spain
122574,24289,Blue T-Shirt,4,2023-02-08 19:00:00,8.03,10694,France
105240,17927,Notebook,6,2023-02-08 20:00:00,48.58,10586,India
143221,58330,Water Bottle,11,2023-02-08 21:00:00,3.54,10720,India
110478,76707,Red Plate,7,2023-02-08 22:00:00,40.63,10182,Germany
155645,87454,Pen Set,9,2023-02-08 23:00:00,39.93,10434,France
119262,75428,Notebook,13,2023-02-09 00:00:00,16.62,10106,France
152796,60601,Water Bottle,1,2023-02-09 01:00:00,8.94,10187,Spain
104432,87465,Notebook,13,2023-02-09 02:00:00,9.42,10775,Spain
195257,12539,Red Plate,8,2023-02-09 03:00:00,35.63,10085,Netherlands
164291,32669,Pen Set,8,2023-02-09 04:00:00,33.03,10835,India
179104,80968,Notebook,6,2023-02-09 05:00:00,39.68,10842,United Kingdom
159399,30644,Notebook,4,2023-02-09 06:00:00,47.03,10455,Spain
179714,28745,White Mug,3,2023-02-09 07:00:00,35.37,10136,Germany
150428,38228,Notebook,11,2023-02-09 08:00:00,9.9,10857,Germany
187731,44521,White Mug,3,2023-02-09 09:00:00,14.06,10897,Germany
100302,36928,Pen Set,6,2023-02-09 10:00:00,42.5,10335,Spain
182558,28322,Water Bottle,13,2023-02-09 11:00:00,12.44,10606,Spain
100055,67714,Water Bottle,8,2023-02-09 12:00:00,5.94,10837,Germany
108717,97896,Pen Set,7,2023-02-09 13:00:00,35.91,10756,Spain
128699,72292,Pen Set,11,2023-02-09 14:00:00,21.62,10468,United Kingdom
173686,39055,Blue T-Shirt,1,2023-02-09 15:00:00,46.2,10601,United Kingdom
167661,52891,Pen Set,11,2023-02-09 16:00:00,33.39,10570,Netherlands
144247,91912,Notebook,6,2023-02-09 17:00:00,6.79,10402,India
116748,16588,Water Bottle,7,2023-02-09 18:00:00,47.52,10539,United Kingdom
104621,16304,Red Plate,12,2023-02-09 19:00:00,14.78,10071,Netherlands
115034,17345,Water Bottle,7,2023-02-09 20:00:00,18.52,10781,France
105126,39300,White Mug,9,2023-02-09 21:00:00,21.61,10023,India
105122,34259,Water Bottle,11,2023-02-09 22:00:00,4.93,10623,United Kingdom
118030,98553,Blue T-Shirt,11,2023-02-09 23:00:00,26.08,10811,France
182838,25352,Pen Set,10,2023-02-10 00:00:00,8.36,10484,Netherlands
184717,43365,Pen Set,5,2023-02-10 01:00:00,21.55,10055,United Kingdom
155658,29446,Water Bottle,1,2023-02-10 02:00:00,19.16,10985,United Kingdom
138638,12336,Red Plate,2,2023-02-10 03:00:00,39.21,10222,Spain
167067,72032,Red Plate,4,2023-02-10 04:00:00,40.65,10631,France
188869,85415,Blue T-Shirt,5,2023-02-10 05:00:00,9.79,10178,United Kingdom
134674,17521,White Mug,9,2023-02-10 06:00:00,19.91,10799,Germany
135854,81707,Water Bottle,11,2023-02-10 07:00:00,20.23,10433,Spain
146271,33481,Pen Set,1,2023-02-10 08:00:00,9.69,10936,Spain
173688,28474,Water Bottle,3,2023-02-10 09:00:00,40.43,10449,United Kingdom
138518,56760,Blue T-Shirt,5,2023-02-10 10:00:00,36.09,10792,Spain
110267,65718,Notebook,3,2023-02-10 11:00:00,11.54,10883,India
190825,54629,Notebook,4,2023-02-10 12:00:00,19.92,10491,France
101062,55232,Blue T-Shirt,14,2023-02-10 13:00:00,7.53,10188,India
150448,96544,Pen Set,3,2023-02-10 14:00:00,32.34,10577,Netherlands
195462,77169,Blue T-Shirt,4,2023-02-10 15:00:00,8.27,10809,India
106229,60669,Pen Set,14,2023-02-10 16:00:00,49.33,10960,Germany
156793,88021,Red Plate,13,2023-02-10 17:00:00,39.58,10419,Spain
147915,79184,Blue T-Shirt,13,2023-02-10 18:00:00,21.04,10248,Spain
104632,57945,Pen Set,1,2023-02-10 19:00:00,29.98,10587,Germany
103596,23140,Blue T-Shirt,12,2023-02-10 20:00:00,45.79,10648,Spain
106168,93457,Blue T-Shirt,8,2023-02-10 21:00:00,28.82,10163,India
107561,24357,Pen Set,4,2023-02-10 22:00:00,10.79,10744,Netherlands
173794,78673,Pen Set,7,2023-02-10 23:00:00,20.49,10254,United Kingdom
182152,75633,White Mug,2,2023-02-11 00:00:00,42.55,10475,Germany
126734,86943,Blue T-Shirt,2,2023-02-11 01:00:00,33.1,10805,India
106371,88258,Notebook,6,2023-02-11 02:00:00,33.41,10416,India
126069,22924,Blue T-Shirt,14,2023-02-11 03:00:00,43.67,10169,India
179905,79286,Blue T-Shirt,2,2023-02-11 04:00:00,44.96,10316,United Kingdom
112910,84071,Pen Set,6,2023-02-11 05:00:00,46.19,10173,France
173479,67326,Blue T-Shirt,11,2023-02-11 06:00:00,7.01,10469,Spain
177735,40651,Water Bottle,2,2023-02-11 07:00:00,28.35,10344,Spain
181264,80202,Blue T-Shirt,4,2023-02-11 08:00:00,37.67,10444,Netherlands
123275,58777,Water Bottle,7,2023-02-11 09:00:00,38.45,10017,France
172274,26994,Notebook,8,2023-02-11 10:00:00,31.32,10069,Spain
181449,77263,Pen Set,3,2023-02-11 11:00:00,10.42,10337,Netherlands
160004,69634,Blue T-Shirt,14,2023-02-11 12:00:00,40.38,10627,Netherlands
162981,20800,Water Bottle,13,2023-02-11 13:00:00,36.71,10591,India
184659,47823,Water Bottle,9,2023-02-11 14:00:00,6.59,10526,Germany
154553,73878,Water Bottle,2,2023-02-11 15:00:00,24.53,10687,India
148447,28708,Red Plate,8,2023-02-11 16:00:00,10.76,10455,United Kingdom
134529,22819,White Mug,8,2023-02-11 17:00:00,18.53,10268,Spain
175703,84905,Notebook,13,2023-02-11 18:00:00,3.36,10630,Netherlands
176090,73870,Blue T-Shirt,14,2023-02-11 19:00:00,21.52,10810,Germany
117260,19283,Red Plate,4,2023-02-11 20:00:00,28.62,10187,Spain
103812,40573,Blue T-Shirt,1,2023-02-11 21:00:00,31.93,10568,Netherlands
128024,88707,Blue T-Shirt,13,2023-02-11 22:00:00,34.02,10710,Netherlands
158656,40933,Pen Set,1,2023-02-11 23:00:00,42.22,10528,India
127285,15774,Pen Set,2,2023-02-12 00:00:00,12.73,10433,Germany
192436,82055,Pen Set,14,2023-02-12 01:00:00,8.22,10287,Germany
101605,20983,Red Plate,12,2023-02-12 02:00:00,42.95,10917,Spain
171158,28133,Blue T-Shirt,14,2023-02-12 03:00:00,9.94,10566,Netherlands
172303,24939,White Mug,9,2023-02-12 04:00:00,48.8,10498,Germany
127139,10781,Notebook,13,2023-02-12 05:00:00,42.52,10440,Germany
177149,66700,Pen Set,2,2023-02-12 06:00:00,26.29,10780,Spain
156138,37624,Pen Set,2,2023-02-12 07:00:00,49.12,10302,India
176125,16823,Blue T-Shirt,6,2023-02-12 08:00:00,7.13,10086,France
113918,28489,Blue T-Shirt,7,2023-02-12 09:00:00,16.9,10829,United Kingdom
185655,49961,Red Plate,13,2023-02-12 10:00:00,32.82,10437,France
127446,39118,Red Plate,7,2023-02-12 11:00:00,19.13,10540,Germany
113046,91816,Pen Set,13,2023-02-12 12:00:00,46.6,10021,Netherlands
124818,32263,Blue T-Shirt,9,2023-02-12 13:00:00,5.62,10832,United Kingdom
104324,23565,White Mug,6,2023-02-12 14:00:00,28.6,10796,United Kingdom
176323,30354,Notebook,14,2023-02-12 15:00:00,30.57,10559,Netherlands
109111,52951,Blue T-Shirt,8,2023-02-12 16:00:00,33.5,10516,United Kingdom
138110,33648,Blue T-Shirt,11,2023-02-12 17:00:00,14.64,10761,Netherlands
116389,60729,Water Bottle,6,2023-02-12 18:00:00,19.82,10674,United Kingdom
141427,51971,Red Plate,2,2023-02-12 19:00:00,42.57,10502,Spain
179579,28658,Notebook,1,2023-02-12 20:00:00,11.76,10713,Spain
128746,31253,Pen Set,5,2023-02-12 21:00:00,41.78,10466,France
187886,74166,Blue T-Shirt,14,2023-02-12 22:00:00,29.23,10100,United Kingdom
100117,58563,Pen Set,9,2023-02-12 23:00:00,38.7,10582,India
184471,36390,Blue T-Shirt,8,2023-02-13 00:00:00,36.4,10941,Netherlands
113234,98664,Pen Set,14,2023-02-13 01:00:00,12.36,10674,United Kingdom
153441,61578,Notebook,13,2023-02-13 02:00:00,29.52,10684,Spain
100846,89025,Red Plate,4,2023-02-13 03:00:00,43.72,10140,Spain
110954,42658,Notebook,5,2023-02-13 04:00:00,23.03,10137,Netherlands
179239,16852,Water Bottle,13,2023-02-13 05:00:00,48.41,10577,India
146514,12551,White Mug,5,2023-02-13 06:00:00,23.98,10709,United Kingdom
188236,81947,Red Plate,6,2023-02-13 07:00:00,9.28,10839,United Kingdom
197579,71001,Notebook,3,2023-02-13 08:00:00,21.0,10227,India
106469,59159,Water Bottle,5,2023-02-13 09:00:00,47.71,10280,India
130105,61707,White Mug,2,2023-02-13 10:00:00,17.69,10683,India
142101,43243,Water Bottle,10,2023-02-13 11:00:00,43.73,10827,Spain
164323,31800,Blue T-Shirt,1,2023-02-13 12:00:00,44.36,10430,Netherlands
191922,85939,Blue T-Shirt,11,2023-02-13 13:00:00,19.13,10039,India
158067,67828,Pen Set,1,2023-02-13 14:00:00,6.45,10518,Netherlands
149376,17239,Red Plate,10,2023-02-13 15:00:00,36.92,10685,France
145587,16710,Blue T-Shirt,7,2023-02-13 16:00:00,17.3,10662,United Kingdom
136976,31384,Water Bottle,2,2023-02-13 17:00:00,39.69,10210,United Kingdom
167584,31038,Red Plate,4,2023-02-13 18:00:00,23.53,10301,Germany
178477,50846,Blue T-Shirt,5,2023-02-13 19:00:00,25.55,10085,France
142533,97983,Pen Set,7,2023-02-13 20:00:00,39.45,10396,India
101828,77821,Notebook,2,2023-02-13 21:00:00,20.66,10252,India
101917,47991,Pen Set,14,2023-02-13 22:00:00,23.55,10532,Spain
120618,89057,White Mug,6,2023-02-13 23:00:00,20.37,10768,France
132254,16971,Blue T-Shirt,1,2023-02-14 00:00:00,19.95,10890,India
147362,39139,White Mug,7,2023-02-14 01:00:00,27.48,10914,Germany
120128,95445,White Mug,9,2023-02-14 02:00:00,40.92,10380,Netherlands
159383,87067,Water Bottle,5,2023-02-14 03:00:00,19.68,10443,United Kingdom
165545,90257,Red Plate,5,2023-02-14 04:00:00,27.4,10032,France
182180,94742,Water Bottle,4,2023-02-14 05:00:00,34.36,10259,United Kingdom
187958,47711,Blue T-Shirt,3,2023-02-14 06:00:00,15.3,10233,Netherlands
109865,16530,White Mug,9,2023-02-14 07:00:00,15.68,10514,France
102219,21116,Notebook,5,2023-02-14 08:00:00,46.84,10858,Netherlands
139809,75794,White Mug,8,2023-02-14 09:00:00,36.87,10307,India
105287,10282,Notebook,9,2023-02-14 10:00:00,29.92,10738,India
134387,89473,Water Bottle,5,2023-02-14 11:00:00,33.27,10795,India
108512,11898,Water Bottle,10,2023-02-14 12:00:00,3.89,10069,Netherlands
101342,14135,Red Plate,9,2023-02-14 13:00:00,31.86,10453,Netherlands
163076,16629,White Mug,2,2023-02-14 14:00:00,26.7,10438,Netherlands
119216,95120,Pen Set,9,2023-02-14 15:00:00,28.42,10824,United Kingdom
193070,99087,Water Bottle,11,2023-02-14 16:00:00,19.57,10363,Netherlands
179767,75031,Water Bottle,4,2023-02-14 17:00:00,6.37,10982,India
197829,43380,Red Plate,6,2023-02-14 18:00:00,11.68,10765,Germany
126614,27071,Notebook,6,2023-02-14 19:00:00,47.66,10480,Netherlands
136258,30074,Red Plate,6,2023-02-14 20:00:00,21.91,10143,Germany
193789,77843,White Mug,2,2023-02-14 21:00:00,24.67,10023,India
